Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Sex offenses - Non-forcible,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson,Forcible sex offense incidence rate,Non-forcible sex offense incidence rate,Robbery incidence rate,Aggravated assault rate,Burglary incidence rate,Motor vehicle theft incidence rate,Arson incidence rate,State,lat,long
2013,110565,California State University-Fullerton,5,Irvine Campus,38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2013,110565,California State University-Fullerton,6,Garden Grove Campus,38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2001,110583,California State University-Long Beach,1,Main Campus,33259,0,0,3,0,1,3,73,54,1,0.0090201149,0,0.003006705,0.0090201149,0.2194894615,0.1623620674,0.003006705,CA,33.783824,-118.11409
2002,110583,California State University-Long Beach,1,Main Campus,34566,0,0,0,0,0,3,46,48,0,0,0,0,0.0086790488,0.1330787479,0.1388647804,0,CA,33.783824,-118.11409
2003,110583,California State University-Long Beach,1,Main Campus,34715,0,0,5,0,1,3,16,59,1,0.0144029958,0,0.0028805992,0.0086417975,0.0460895866,0.1699553507,0.0028805992,CA,33.783824,-118.11409
2004,110583,California State University-Long Beach,1,Main Campus,33479,0,0,3,0,0,2,6,55,0,0.0089608411,0,0,0.0059738941,0.0179216822,0.1642820873,0,CA,33.783824,-118.11409
2005,110583,California State University-Long Beach,1,Main Campus,34547,0,0,2,0,1,4,22,88,0,0.0057892147,0,0.0028946073,0.0115784294,0.0636813616,0.2547254465,0,CA,33.783824,-118.11409
2006,110583,California State University-Long Beach,1,Main Campus,35574,0,0,4,0,1,3,15,58,0,0.0112441671,0,0.0028110418,0.0084331253,0.0421656266,0.1630404228,0,CA,33.783824,-118.11409
2007,110583,California State University-Long Beach,1,Main Campus,36868,0,0,4,0,2,2,15,28,0,0.0108495172,0,0.0054247586,0.0054247586,0.0406856895,0.0759466204,0,CA,33.783824,-118.11409
2008,110583,California State University-Long Beach,1,Main Campus,37891,0,0,1,0,0,1,27,27,1,0.0026391491,0,0,0.0026391491,0.0712570267,0.0712570267,0.0026391491,CA,33.783824,-118.11409
2009,110583,California State University-Long Beach,1,Main Campus,35557,0,0,3,0,1,0,14,28,0,0.0084371572,0,0.0028123857,0,0.0393734005,0.0787468009,0,CA,33.783824,-118.11409
2010,110583,California State University-Long Beach,1,Main Campus,33416,0,0,2,0,1,2,14,10,1,0.0059851568,0,0.0029925784,0.0059851568,0.0418960977,0.0299257841,0.0029925784,CA,33.783824,-118.11409
2011,110583,California State University-Long Beach,1,Main Campus,34870,0,0,3,0,3,1,24,5,0,0.008603384,0,0.008603384,0.0028677947,0.068827072,0.0143389733,0,CA,33.783824,-118.11409
2012,110583,California State University-Long Beach,1,Main Campus,36279,0,0,1,1,0,1,23,8,1,0.0027564156,0.0027564156,0,0.0027564156,0.0633975578,0.0220513245,0.0027564156,CA,33.783824,-118.11409
2013,110583,California State University-Long Beach,1,Main Campus,35586,0,0,3,0,0,2,28,23,0,0.0084302816,0,0,0.0056201877,0.078682628,0.0646321587,0,CA,33.783824,-118.11409
2001,110608,California State University-Northridge,1,California State University- Northridge,31448,0,0,5,0,4,8,12,38,0,0.0158992623,0,0.0127194098,0.0254388196,0.0381582295,0.1208343933,0,CA,34.241594,-118.528662
2002,110608,California State University-Northridge,1,California State University- Northridge,33579,0,0,7,0,1,6,19,36,3,0.0208463623,0,0.0029780518,0.0178683106,0.0565829834,0.1072098633,0.0089341553,CA,34.241594,-118.528662
2003,110608,California State University-Northridge,1,California State University- Northridge,33426,0,0,9,1,10,5,110,31,2,0.0269251481,0.0029916831,0.0299168312,0.0149584156,0.3290851433,0.0927421767,0.0059833662,CA,34.241594,-118.528662
2004,110608,California State University-Northridge,1,California State University- Northridge,31341,0,0,9,0,4,2,57,14,1,0.0287163779,0,0.0127628346,0.0063814173,0.1818703934,0.0446699212,0.0031907087,CA,34.241594,-118.528662
2005,110608,California State University-Northridge,1,California State University- Northridge,33243,0,0,3,0,7,5,69,26,1,0.0090244563,0,0.0210570646,0.0150407605,0.2075624944,0.0782119544,0.0030081521,CA,34.241594,-118.528662
2006,110608,California State University-Northridge,1,California State University- Northridge,34560,0,0,4,0,7,9,62,25,0,0.0115740741,0,0.0202546296,0.0260416667,0.1793981481,0.072337963,0,CA,34.241594,-118.528662
2007,110608,California State University-Northridge,1,California State University- Northridge,35446,0,0,12,2,5,6,30,12,0,0.0338543136,0.0056423856,0.014105964,0.0169271568,0.084635784,0.0338543136,0,CA,34.241594,-118.528662
2008,110608,California State University-Northridge,1,California State University- Northridge,36208,0,0,4,0,5,7,47,14,0,0.0110472824,0,0.013809103,0.0193327441,0.1298055678,0.0386654883,0,CA,34.241594,-118.528662
2009,110608,California State University-Northridge,1,California State University- Northridge,35198,0,0,2,0,1,3,14,8,2,0.005682141,0,0.0028410705,0.0085232115,0.0397749872,0.0227285641,0.005682141,CA,34.241594,-118.528662
2010,110608,California State University-Northridge,1,California State University- Northridge,35272,0,0,9,0,4,1,47,11,1,0.02551599,0,0.01134044,0.00283511,0.1332501701,0.03118621,0.00283511,CA,34.241594,-118.528662
2011,110608,California State University-Northridge,1,California State University- Northridge,36911,0,0,1,0,5,6,32,15,0,0.0027092195,0,0.0135460974,0.0162553168,0.0866950232,0.0406382921,0,CA,34.241594,-118.528662
2012,110608,California State University-Northridge,1,California State University- Northridge,36164,0,0,7,0,6,3,23,11,2,0.0193562659,0,0.0165910851,0.0082955425,0.0635991594,0.0304169893,0.0055303617,CA,34.241594,-118.528662
2013,110608,California State University-Northridge,1,California State University- Northridge,38310,0,0,6,0,1,3,29,11,2,0.0156617071,0,0.0026102845,0.0078308536,0.0756982511,0.0287131297,0.005220569,CA,34.241594,-118.528662
2001,110617,California State University-Sacramento,1,Sacramento State,26923,0,0,1,0,0,5,42,33,2,0.0037142963,0,0,0.0185714816,0.1560004457,0.1225717788,0.0074285927,CA,38.55914,-121.423473
2002,110617,California State University-Sacramento,1,Sacramento State,28558,0,0,7,0,3,4,16,34,0,0.0245115204,0,0.0105049373,0.0140065831,0.0560263324,0.1190559563,0,CA,38.55914,-121.423473
2003,110617,California State University-Sacramento,1,Sacramento State,28375,0,0,1,0,1,4,48,40,1,0.0035242291,0,0.0035242291,0.0140969163,0.1691629956,0.140969163,0.0035242291,CA,38.55914,-121.423473
2004,110617,California State University-Sacramento,1,Sacramento State,27972,0,0,1,0,0,2,30,44,0,0.0035750036,0,0,0.0071500072,0.1072501073,0.1573001573,0,CA,38.55914,-121.423473
2005,110617,California State University-Sacramento,1,Sacramento State,27932,0,0,4,0,3,3,30,13,0,0.0143204926,0,0.0107403695,0.0107403695,0.1074036947,0.046541601,0,CA,38.55914,-121.423473
2006,110617,California State University-Sacramento,1,Sacramento State,28529,0,0,3,0,1,2,23,23,1,0.0105156157,0,0.0035052052,0.0070104105,0.0806197203,0.0806197203,0.0035052052,CA,38.55914,-121.423473
2007,110617,California State University-Sacramento,1,Sacramento State,28829,0,0,4,1,0,1,42,18,1,0.0138749176,0.0034687294,0,0.0034687294,0.145686635,0.0624371293,0.0034687294,CA,38.55914,-121.423473
2008,110617,California State University-Sacramento,1,Sacramento State,29011,0,0,0,0,1,2,18,8,2,0,0,0.0034469684,0.0068939368,0.062045431,0.0275757471,0.0068939368,CA,38.55914,-121.423473
2009,110617,California State University-Sacramento,1,Sacramento State,29241,1,0,2,0,0,3,27,16,0,0.0068397114,0,0,0.010259567,0.0923361034,0.0547176909,0,CA,38.55914,-121.423473
2010,110617,California State University-Sacramento,1,Sacramento State,27033,0,0,8,0,2,4,13,4,0,0.0295934598,0,0.007398365,0.0147967299,0.0480893722,0.0147967299,0,CA,38.55914,-121.423473
2011,110617,California State University-Sacramento,1,Sacramento State,28016,0,0,2,0,3,0,12,4,5,0.0071387778,0,0.0107081668,0,0.042832667,0.0142775557,0.0178469446,CA,38.55914,-121.423473
2012,110617,California State University-Sacramento,1,Sacramento State,28539,0,0,3,0,0,1,34,5,0,0.010511931,0,0,0.003503977,0.1191352185,0.0175198851,0,CA,38.55914,-121.423473
2013,110617,California State University-Sacramento,1,Sacramento State,28811,0,0,1,0,1,2,9,2,0,0.0034708965,0,0.0034708965,0.0069417931,0.0312380688,0.0069417931,0,CA,38.55914,-121.423473
2001,169248,Central Michigan University,1,Main Campus,27797,0,0,4,0,0,0,6,5,1,0.0143900421,0,0,0,0.0215850631,0.0179875526,0.0035975105,MI,43.591209,-84.775138
2002,169248,Central Michigan University,1,Main Campus,27919,0,0,7,0,0,2,12,3,2,0.0250725313,0,0,0.0071635804,0.0429814821,0.0107453705,0.0071635804,MI,43.591209,-84.775138
2003,169248,Central Michigan University,1,Main Campus,27758,0,0,7,0,2,1,8,2,3,0.0252179552,0,0.0072051301,0.003602565,0.0288205202,0.0072051301,0.0108076951,MI,43.591209,-84.775138
2004,169248,Central Michigan University,1,Main Campus,27683,0,0,2,0,1,1,5,4,0,0.0072246505,0,0.0036123253,0.0036123253,0.0180616263,0.014449301,0,MI,43.591209,-84.775138
2005,169248,Central Michigan University,1,Main Campus,27221,0,0,6,0,0,1,9,0,0,0.022041806,0,0,0.0036736343,0.0330627089,0,0,MI,43.591209,-84.775138
2006,169248,Central Michigan University,1,Main Campus,26710,0,0,3,0,1,1,10,0,1,0.0112317484,0,0.0037439161,0.0037439161,0.0374391614,0,0.0037439161,MI,43.591209,-84.775138
2007,169248,Central Michigan University,1,Main Campus,26611,0,0,5,0,1,1,13,2,6,0.0187892225,0,0.0037578445,0.0037578445,0.0488519785,0.007515689,0.022547067,MI,43.591209,-84.775138
2008,169248,Central Michigan University,1,Main Campus,27225,0,0,5,0,0,2,34,2,0,0.0183654729,0,0,0.0073461892,0.1248852158,0.0073461892,0,MI,43.591209,-84.775138
2009,169248,Central Michigan University,1,Main Campus,27247,0,0,4,0,0,0,27,1,3,0.0146805153,0,0,0,0.0990934782,0.0036701288,0.0110103865,MI,43.591209,-84.775138
2010,169248,Central Michigan University,1,Main Campus,28292,0,0,3,1,3,4,7,1,0,0.0106037042,0.0035345681,0.0106037042,0.0141382723,0.0247419765,0.0035345681,0,MI,43.591209,-84.775138
2011,169248,Central Michigan University,1,Main Campus,28194,0,0,5,0,1,2,15,1,1,0.0177342697,0,0.0035468539,0.0070937079,0.0532028091,0.0035468539,0.0035468539,MI,43.591209,-84.775138
2012,169248,Central Michigan University,1,Main Campus,27626,0,0,6,0,0,3,7,4,0,0.0217186708,0,0,0.0108593354,0.0253384493,0.0144791139,0,MI,43.591209,-84.775138
2013,169248,Central Michigan University,1,Main Campus,26841,0,0,8,0,1,1,17,5,1,0.0298051488,0,0.0037256436,0.0037256436,0.0633359413,0.018628218,0.0037256436,MI,43.591209,-84.775138
2001,182005,College of Southern Nevada,1,Main Campus,31851,0,0,0,1,2,5,3,14,0,0,0.0031396189,0.0062792377,0.0156980943,0.0094188566,0.0439546639,0,NV,36.00723,-114.965256
2002,182005,College of Southern Nevada,1,Main Campus,32136,0,0,0,0,6,0,14,26,1,0,0,0.0186706497,0,0.0435648494,0.0809061489,0.003111775,NV,36.00723,-114.965256
2003,182005,College of Southern Nevada,1,Main Campus,34204,0,0,0,0,2,1,32,30,0,0,0,0.0058472693,0.0029236347,0.0935563092,0.0877090399,0,NV,36.00723,-114.965256
2004,182005,College of Southern Nevada,1,Main Campus,33627,0,0,0,0,0,0,19,34,3,0,0,0,0,0.0565022155,0.1011092277,0.0089214024,NV,36.00723,-114.965256
2005,182005,College of Southern Nevada,1,Main Campus,34551,0,0,1,0,0,9,53,18,0,0.0028942722,0,0,0.0260484501,0.1533964285,0.0520969002,0,NV,36.00723,-114.965256
2006,182005,College of Southern Nevada,1,Main Campus,35414,0,0,0,0,0,0,4,22,1,0,0,0,0,0.0112949681,0.0621223245,0.002823742,NV,36.00723,-114.965256
2007,182005,College of Southern Nevada,1,Main Campus,37758,0,0,0,0,0,0,6,19,1,0,0,0,0,0.0158906722,0.0503204619,0.0026484454,NV,36.00723,-114.965256
2008,182005,College of Southern Nevada,1,Main Campus,40310,0,0,0,0,1,0,6,10,2,0,0,0.002480774,0,0.014884644,0.02480774,0.004961548,NV,36.00723,-114.965256
2009,182005,College of Southern Nevada,1,Main Campus,42108,0,0,0,0,0,0,1,12,0,0,0,0,0,0.0023748456,0.0284981476,0,NV,36.00723,-114.965256
2010,182005,College of Southern Nevada,1,Main Campus,42747,0,0,0,0,0,0,2,2,0,0,0,0,0,0.0046786909,0.0046786909,0,NV,36.00723,-114.965256
2011,182005,College of Southern Nevada,1,Main Campus,37717,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0053026487,0,NV,36.00723,-114.965256
2011,182005,College of Southern Nevada,2,Cheyenne Campus,37717,0,0,2,0,2,0,1,1,0,0.0053026487,0,0.0053026487,0,0.0026513243,0.0026513243,0,NV,36.00723,-114.965256
2011,182005,College of Southern Nevada,3,Henderson Campus,37717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NV,36.00723,-114.965256
2012,182005,College of Southern Nevada,1,Main Campus,35678,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0056056954,0,NV,36.00723,-114.965256
2012,182005,College of Southern Nevada,2,Cheyenne Campus,35678,0,0,0,0,2,0,1,1,0,0,0,0.0056056954,0,0.0028028477,0.0028028477,0,NV,36.00723,-114.965256
2012,182005,College of Southern Nevada,3,Henderson Campus,35678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0028028477,0,NV,36.00723,-114.965256
2013,182005,College of Southern Nevada,1,Main Campus,34177,0,0,0,0,0,0,6,2,0,0,0,0,0,0.0175556661,0.0058518887,0,NV,36.00723,-114.965256
2013,182005,College of Southern Nevada,2,Cheyenne Campus,34177,0,0,0,0,0,0,3,2,0,0,0,0,0,0.008777833,0.0058518887,0,NV,36.00723,-114.965256
2013,182005,College of Southern Nevada,3,Henderson Campus,34177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NV,36.00723,-114.965256
2001,126818,Colorado State University-Fort Collins,1,Main Campus,28103,0,0,7,12,0,2,18,3,14,0.0249083728,0.0427000676,0,0.0071166779,0.0640501014,0.0106750169,0.0498167455,CO,40.573436,-105.086547
2002,126818,Colorado State University-Fort Collins,1,Main Campus,29255,0,0,20,0,1,13,25,5,6,0.0683643822,0,0.0034182191,0.0444368484,0.0854554777,0.0170910955,0.0205093146,CO,40.573436,-105.086547
2003,126818,Colorado State University-Fort Collins,1,Main Campus,28186,0,0,8,0,3,10,39,11,3,0.0283828851,0,0.0106435819,0.0354786064,0.138366565,0.039026467,0.0106435819,CO,40.573436,-105.086547
2004,126818,Colorado State University-Fort Collins,1,Main Campus,27973,0,0,5,0,2,5,23,13,4,0.0178743789,0,0.0071497515,0.0178743789,0.0822221428,0.046473385,0.0142995031,CO,40.573436,-105.086547
2005,126818,Colorado State University-Fort Collins,1,Main Campus,27780,0,0,1,2,0,2,17,8,5,0.003599712,0.007199424,0,0.007199424,0.0611951044,0.0287976962,0.0179985601,CO,40.573436,-105.086547
2006,126818,Colorado State University-Fort Collins,1,Main Campus,27636,0,0,6,0,0,2,18,2,2,0.021710812,0,0,0.0072369373,0.065132436,0.0072369373,0.0072369373,CO,40.573436,-105.086547
2007,126818,Colorado State University-Fort Collins,1,Main Campus,27569,0,0,4,0,2,1,14,7,3,0.01450905,0,0.007254525,0.0036272625,0.0507816751,0.0253908375,0.0108817875,CO,40.573436,-105.086547
2008,126818,Colorado State University-Fort Collins,1,Main Campus,28882,0,0,2,0,0,4,12,2,5,0.0069247282,0,0,0.0138494564,0.0415483692,0.0069247282,0.0173118205,CO,40.573436,-105.086547
2009,126818,Colorado State University-Fort Collins,1,Main Campus,28902,0,0,4,0,1,3,14,7,14,0.0138398727,0,0.0034599682,0.0103799045,0.0484395544,0.0242197772,0.0484395544,CO,40.573436,-105.086547
2010,126818,Colorado State University-Fort Collins,1,Main Campus,30155,0,0,4,0,2,2,49,7,8,0.0132647985,0,0.0066323993,0.0066323993,0.1624937821,0.0232133974,0.0265295971,CO,40.573436,-105.086547
2011,126818,Colorado State University-Fort Collins,1,Main Campus,30467,0,0,4,0,1,0,16,1,3,0.0131289592,0,0.0032822398,0,0.0525158368,0.0032822398,0.0098467194,CO,40.573436,-105.086547
2012,126818,Colorado State University-Fort Collins,1,Main Campus,30659,0,0,12,0,2,2,23,1,7,0.0391402198,0,0.00652337,0.00652337,0.0750187547,0.003261685,0.0228317949,CO,40.573436,-105.086547
2013,126818,Colorado State University-Fort Collins,1,Main Campus,31186,0,0,19,0,2,1,11,4,13,0.0609247739,0,0.0064131341,0.003206567,0.0352722375,0.0128262682,0.0416853716,CO,40.573436,-105.086547
2001,198464,East Carolina University,1,East Carolina University,19412,0,0,2,0,1,6,25,5,0,0.0103029054,0,0.0051514527,0.0309087163,0.1287863177,0.0257572635,0,NC,35.607482,-77.366959
2002,198464,East Carolina University,1,East Carolina University,20577,0,0,2,0,1,1,10,2,3,0.0097195898,0,0.0048597949,0.0048597949,0.0485979492,0.0097195898,0.0145793847,NC,35.607482,-77.366959
2002,198464,East Carolina University,2,East Carolina University Brody School of Medicine,20577,0,0,0,0,0,1,0,5,0,0,0,0,0.0048597949,0,0.0242989746,0,NC,35.607482,-77.366959
2003,198464,East Carolina University,1,East Carolina University,21756,0,0,2,0,0,1,21,1,0,0.0091928663,0,0,0.0045964332,0.0965250965,0.0045964332,0,NC,35.607482,-77.366959
2003,198464,East Carolina University,2,East Carolina University Brody School of Medicine,21756,0,0,0,0,1,0,0,0,0,0,0,0.0045964332,0,0,0,0,NC,35.607482,-77.366959
2004,198464,East Carolina University,1,East Carolina University,22767,0,0,5,0,2,2,13,0,0,0.0219616111,0,0.0087846444,0.0087846444,0.0571001889,0,0,NC,35.607482,-77.366959
2004,198464,East Carolina University,2,East Carolina University Brody School of Medicine,22767,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0087846444,0,0,NC,35.607482,-77.366959
2005,198464,East Carolina University,1,East Carolina University,23164,0,0,2,0,0,2,34,0,2,0.0086340874,0,0,0.0086340874,0.1467794854,0,0.0086340874,NC,35.607482,-77.366959
2005,198464,East Carolina University,2,East Carolina University Brody School of Medicine,23164,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0172681748,0,0,NC,35.607482,-77.366959
2006,198464,East Carolina University,1,East Carolina University,24351,0,0,5,0,3,5,43,2,2,0.0205330377,0,0.0123198226,0.0205330377,0.1765841239,0.0082132151,0.0082132151,NC,35.607482,-77.366959
2006,198464,East Carolina University,2,East Carolina University Brody School of Medicine,24351,0,0,0,0,0,1,6,1,0,0,0,0,0.0041066075,0.0246396452,0.0041066075,0,NC,35.607482,-77.366959
2007,198464,East Carolina University,1,East Carolina University,25990,0,0,1,0,5,6,44,3,0,0.0038476337,0,0.0192381685,0.0230858022,0.169295883,0.0115429011,0,NC,35.607482,-77.366959
2007,198464,East Carolina University,2,East Carolina University Brody School of Medicine,25990,0,0,0,0,0,1,3,0,0,0,0,0,0.0038476337,0.0115429011,0,0,NC,35.607482,-77.366959
2008,198464,East Carolina University,1,East Carolina University,27677,0,0,3,0,1,4,34,2,3,0.0108393251,0,0.0036131084,0.0144524334,0.1228456841,0.0072262167,0.0108393251,NC,35.607482,-77.366959
2008,198464,East Carolina University,2,East Carolina University Brody School of Medicine,27677,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0072262167,0,0,NC,35.607482,-77.366959
2009,198464,East Carolina University,1,East Carolina University,27654,0,0,11,0,0,3,10,4,3,0.0397772474,0,0,0.0108483402,0.036161134,0.0144644536,0.0108483402,NC,35.607482,-77.366959
2009,198464,East Carolina University,2,East Carolina University Brody School of Medicine,27654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0036161134,0,NC,35.607482,-77.366959
2010,198464,East Carolina University,1,East Carolina University,27783,0,0,4,0,3,1,8,1,1,0.0143972933,0,0.01079797,0.0035993233,0.0287945866,0.0035993233,0.0035993233,NC,35.607482,-77.366959
2010,198464,East Carolina University,2,East Carolina University Brody School of Medicine,27783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC,35.607482,-77.366959
2011,198464,East Carolina University,1,East Carolina University,27386,0,0,8,0,4,2,16,2,0,0.0292120061,0,0.0146060031,0.0073030015,0.0584240123,0.0073030015,0,NC,35.607482,-77.366959
2011,198464,East Carolina University,2,East Carolina University Brody School of Medicine,27386,0,0,1,0,0,0,1,0,0,0.0036515008,0,0,0,0.0036515008,0,0,NC,35.607482,-77.366959
2012,198464,East Carolina University,1,East Carolina University,26947,0,0,11,0,0,0,9,0,0,0.0408208706,0,0,0,0.0333988941,0,0,NC,35.607482,-77.366959
2012,198464,East Carolina University,2,East Carolina University Brody School of Medicine,26947,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0037109882,0,0,NC,35.607482,-77.366959
2013,198464,East Carolina University,1,East Carolina University,26887,0,0,8,0,1,1,13,0,0,0.0297541563,0,0.0037192695,0.0037192695,0.048350504,0,0,NC,35.607482,-77.366959
2013,198464,East Carolina University,2,East Carolina University Brody School of Medicine,26887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0037192695,0,NC,35.607482,-77.366959
2001,133669,Florida Atlantic University,1,Boca Raton,23345,0,0,0,0,0,1,60,24,11,0,0,0,0.0042835725,0.25701435,0.10280574,0.0471192975,FL,26.374017,-80.104346
2001,133669,Florida Atlantic University,2,Port St. Lucie Campus,23345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2001,133669,Florida Atlantic University,3,MacArthur Campus,23345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2001,133669,Florida Atlantic University,4,Davie Campus,23345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2001,133669,Florida Atlantic University,5,SeaTech Campus,23345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2001,133669,Florida Atlantic University,6,FAU at Ft. Lauderdale - Downtown,23345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2001,133669,Florida Atlantic University,7,FAU at Ft. Lauderdale - Commercial Blvd.,23345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2002,133669,Florida Atlantic University,1,Boca Raton,23705,0,0,2,0,0,3,110,32,4,0.0084370386,0,0,0.0126555579,0.464037123,0.1349926176,0.0168740772,FL,26.374017,-80.104346
2002,133669,Florida Atlantic University,2,Port St. Lucie Campus,23705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2002,133669,Florida Atlantic University,3,MacArthur Campus,23705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2002,133669,Florida Atlantic University,4,Davie Campus,23705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0042185193,0,FL,26.374017,-80.104346
2002,133669,Florida Atlantic University,5,SeaTech Campus,23705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.374017,-80.104346
2002,133669,Florida Atlantic University,6,FAU at Ft. Lauderdale - Downtown,23705,0,0,0,0,0,1,0,0,0,0,0,0,0.0042185193,0,0,0,FL,26.374017,-80.104346
